Position,Time,ACCX,ACCY,ACCZ,GyrY,GyrP,GyrR,Action,Person0,11.06.2015 17:20:36,332.0,-1071.0,-243.0,-12.45,18.87,68.49,Haken,Guido
53,11.06.2015 17:20:36,-19517.0,-8151.0,-19410.0,-17.85,33.81,51.84,Haken,Guido
54,11.06.2015 17:20:36,-14989.0,-13173.0,-20266.0,-25.77,38.28,48.27,Haken,Guido
55,11.06.2015 17:20:36,-9562.0,-17229.0,-18907.0,-32.98,42.88,44.4,Haken,Guido
56,11.06.2015 17:20:36,-4167.0,-19377.0,-16637.0,-39.35,47.29,40.6,Haken,Guido
57,11.06.2015 17:20:36,1684.0,-18132.0,-14930.0,-44.57,50.82,37.7,Haken,Guido
58,11.06.2015 17:20:36,7349.0,-15552.0,-12991.0,-48.64,53.37,35.7,Haken,Guido
59,11.06.2015 17:20:36,11826.0,-13283.0,-10734.0,-51.39,55.1,34.26,Haken,Guido
60,11.06.2015 17:20:37,14326.0,-12438.0,-8648.0,-52.78,56.22,33.13,Haken,Guido
61,11.06.2015 17:20:37,15310.0,-12911.0,-6871.0,-53.14,56.87,32.22,Haken,Guido
62,11.06.2015 17:20:37,15128.0,-14222.0,-5406.0,-52.99,57.26,31.34,Haken,Guido
63,11.06.2015 17:20:37,13661.0,-15142.0,-4547.0,-52.34,57.24,30.68,Haken,Guido
64,11.06.2015 17:20:37,11366.0,-15305.0,-4733.0,-51.03,56.56,30.55,Haken,Guido
65,11.06.2015 17:20:37,8554.0,-14787.0,-5112.0,-48.91,55.04,31.19,Haken,Guido
66,11.06.2015 17:20:37,5209.0,-13299.0,-5072.0,-45.84,52.53,32.65,Haken,Guido
67,11.06.2015 17:20:37,1515.0,-10921.0,-4543.0,-41.84,49.07,34.9,Haken,Guido
68,11.06.2015 17:20:37,-2082.0,-7839.0,-3423.0,-37.16,44.81,37.83,Haken,Guido
69,11.06.2015 17:20:37,-4934.0,-4402.0,-1604.0,-32.38,40.18,41.15,Haken,Guido
