Position,Time,ACCX,ACCY,ACCZ,GyrY,GyrP,GyrR,Fsr0,Fsr1,Fsr2,Fsr3,Class,Person
0,02.07.2015 16:20:13:189,255.0,-87.0,-401.0,4.58,-35.0,-53.73,0.0,0.0,0.0,22.0,Upper Cut,Eike
1,02.07.2015 16:20:13:201,147.0,-37.0,-511.0,4.71,-34.77,-53.92,0.0,0.0,0.0,21.0,Upper Cut,Eike
2,02.07.2015 16:20:13:218,142.0,376.0,-661.0,5.01,-34.43,-54.22,0.0,0.0,0.0,18.0,Upper Cut,Eike
3,02.07.2015 16:20:13:234,174.0,1122.0,-899.0,5.06,-33.89,-54.73,0.0,0.0,0.0,19.0,Upper Cut,Eike
4,02.07.2015 16:20:13:250,267.0,2019.0,-1416.0,4.48,-33.1,-55.48,0.0,0.0,0.0,18.0,Upper Cut,Eike
5,02.07.2015 16:20:13:263,465.0,2705.0,-2265.0,3.32,-32.14,-56.39,0.0,0.0,0.0,16.0,Upper Cut,Eike
6,02.07.2015 16:20:13:279,543.0,3085.0,-3326.0,2.22,-31.1,-57.31,0.0,0.0,0.0,10.0,Upper Cut,Eike
7,02.07.2015 16:20:13:295,447.0,3342.0,-4574.0,1.62,-30.0,-58.21,0.0,0.0,0.0,0.0,Upper Cut,Eike
8,02.07.2015 16:20:13:308,444.0,3507.0,-6144.0,1.81,-28.91,-58.96,0.0,0.0,0.0,0.0,Upper Cut,Eike
9,02.07.2015 16:20:13:324,709.0,3546.0,-7784.0,3.24,-27.85,-59.39,0.0,0.0,0.0,0.0,Upper Cut,Eike
10,02.07.2015 16:20:13:340,1333.0,3507.0,-9196.0,5.93,-26.78,-59.3,0.0,0.0,0.0,0.0,Upper Cut,Eike
11,02.07.2015 16:20:13:353,2310.0,3362.0,-9871.0,9.54,-25.58,-58.49,0.0,0.0,0.0,0.0,Upper Cut,Eike
12,02.07.2015 16:20:13:369,3516.0,3025.0,-9896.0,12.98,-24.16,-56.86,0.0,0.0,0.0,0.0,Upper Cut,Eike
13,02.07.2015 16:20:13:386,4492.0,1980.0,-9436.0,15.58,-22.48,-54.31,0.0,0.0,0.0,0.0,Upper Cut,Eike
