Position,Time,ACCX,ACCY,ACCZ,GyrY,GyrP,GyrR,Fsr0,Fsr1,Fsr2,Fsr3,Class,Person
0,02.07.2015 16:16:16:955,204.0,99.0,-79.0,-38.82,-37.4,-52.41,0.0,0.0,0.0,182.0,Haken,Jakub
1,02.07.2015 16:16:16:971,608.0,-131.0,121.0,-38.8,-37.32,-52.47,0.0,0.0,0.0,185.0,Haken,Jakub
2,02.07.2015 16:16:16:988,839.0,-308.0,148.0,-38.73,-37.28,-52.52,0.0,0.0,0.0,188.0,Haken,Jakub
3,02.07.2015 16:16:17:0,829.0,-308.0,80.0,-38.63,-37.29,-52.54,0.0,0.0,0.0,193.0,Haken,Jakub
4,02.07.2015 16:16:17:16,665.0,-148.0,-14.0,-38.53,-37.32,-52.54,0.0,0.0,0.0,187.0,Haken,Jakub
5,02.07.2015 16:16:17:33,379.0,70.0,-251.0,-38.4,-37.34,-52.56,0.0,0.0,0.0,184.0,Haken,Jakub
6,02.07.2015 16:16:17:45,83.0,265.0,-617.0,-38.32,-37.31,-52.6,0.0,0.0,0.0,185.0,Haken,Jakub
7,02.07.2015 16:16:17:61,-245.0,550.0,-939.0,-38.32,-37.23,-52.67,0.0,0.0,0.0,190.0,Haken,Jakub
8,02.07.2015 16:16:17:78,-593.0,877.0,-1092.0,-38.54,-37.21,-52.65,0.0,0.0,0.0,190.0,Haken,Jakub
9,02.07.2015 16:16:17:90,-797.0,1113.0,-1006.0,-39.0,-37.27,-52.48,0.0,0.0,0.0,188.0,Haken,Jakub
10,02.07.2015 16:16:17:106,-754.0,1140.0,-648.0,-39.56,-37.36,-52.23,0.0,0.0,0.0,189.0,Haken,Jakub
11,02.07.2015 16:16:17:123,-433.0,1001.0,-80.0,-40.05,-37.38,-52.0,0.0,0.0,0.0,186.0,Haken,Jakub
12,02.07.2015 16:16:17:135,77.0,792.0,591.0,-40.32,-37.3,-51.88,0.0,0.0,0.0,189.0,Haken,Jakub
13,02.07.2015 16:16:17:151,547.0,540.0,1138.0,-40.34,-37.14,-51.92,0.0,0.0,0.0,191.0,Haken,Jakub
14,02.07.2015 16:16:17:168,869.0,224.0,1405.0,-40.1,-36.94,-52.13,0.0,0.0,0.0,187.0,Haken,Jakub
15,02.07.2015 16:16:17:180,768.0,160.0,1492.0,-39.69,-36.78,-52.42,0.0,0.0,0.0,193.0,Haken,Jakub
16,02.07.2015 16:16:17:196,346.0,217.0,1297.0,-39.16,-36.7,-52.73,0.0,0.0,0.0,177.0,Haken,Jakub
17,02.07.2015 16:16:17:213,-171.0,208.0,784.0,-38.52,-36.58,-53.06,0.0,0.0,0.0,183.0,Haken,Jakub
18,02.07.2015 16:16:17:225,-611.0,112.0,46.0,-37.84,-36.36,-53.43,0.0,0.0,0.0,184.0,Haken,Jakub
19,02.07.2015 16:16:17:242,-944.0,80.0,-653.0,-37.25,-36.05,-53.81,0.0,0.0,0.0,179.0,Haken,Jakub
20,02.07.2015 16:16:17:258,-1163.0,168.0,-1045.0,-36.92,-35.83,-54.06,0.0,0.0,0.0,179.0,Haken,Jakub
21,02.07.2015 16:16:17:270,-1219.0,301.0,-1144.0,-36.9,-35.77,-54.11,0.0,0.0,0.0,176.0,Haken,Jakub
22,02.07.2015 16:16:17:287,-1063.0,340.0,-976.0,-37.06,-35.81,-54.04,0.0,0.0,0.0,177.0,Haken,Jakub
23,02.07.2015 16:16:17:303,-651.0,147.0,-739.0,-37.23,-35.82,-53.99,0.0,0.0,0.0,182.0,Haken,Jakub
24,02.07.2015 16:16:17:316,-84.0,-174.0,-510.0,-37.31,-35.75,-54.01,0.0,0.0,0.0,175.0,Haken,Jakub
25,02.07.2015 16:16:17:332,402.0,-492.0,-399.0,-37.33,-35.67,-54.06,0.0,0.0,0.0,176.0,Haken,Jakub
26,02.07.2015 16:16:17:348,632.0,-684.0,-433.0,-37.35,-35.67,-54.05,0.0,0.0,0.0,181.0,Haken,Jakub
27,02.07.2015 16:16:17:360,460.0,-574.0,-532.0,-37.41,-35.78,-53.96,0.0,0.0,0.0,190.0,Haken,Jakub
28,02.07.2015 16:16:17:377,72.0,-297.0,-712.0,-37.47,-35.95,-53.83,0.0,0.0,0.0,188.0,Haken,Jakub
29,02.07.2015 16:16:17:393,-247.0,-115.0,-997.0,-37.52,-36.04,-53.76,0.0,0.0,0.0,189.0,Haken,Jakub
30,02.07.2015 16:16:17:405,-390.0,-43.0,-1268.0,-37.56,-35.99,-53.78,0.0,0.0,0.0,188.0,Haken,Jakub
31,02.07.2015 16:16:17:422,-445.0,61.0,-1375.0,-37.68,-35.84,-53.87,0.0,0.0,0.0,186.0,Haken,Jakub
32,02.07.2015 16:16:17:438,-434.0,293.0,-1243.0,-37.99,-35.72,-53.86,0.0,0.0,0.0,186.0,Haken,Jakub
33,02.07.2015 16:16:17:450,-306.0,487.0,-902.0,-38.44,-35.66,-53.72,0.0,0.0,0.0,183.0,Haken,Jakub
34,02.07.2015 16:16:17:467,-41.0,556.0,-464.0,-38.96,-35.63,-53.51,0.0,0.0,0.0,185.0,Haken,Jakub
35,02.07.2015 16:16:17:479,298.0,532.0,-3.0,-39.42,-35.57,-53.31,0.0,0.0,0.0,184.0,Haken,Jakub
36,02.07.2015 16:16:17:495,638.0,398.0,350.0,-39.79,-35.48,-53.14,0.0,0.0,0.0,183.0,Haken,Jakub
37,02.07.2015 16:16:17:512,971.0,107.0,544.0,-40.05,-35.38,-53.02,0.0,0.0,0.0,181.0,Haken,Jakub
38,02.07.2015 16:16:17:528,1191.0,-200.0,635.0,-40.23,-35.3,-52.95,0.0,0.0,0.0,182.0,Haken,Jakub
39,02.07.2015 16:16:17:541,1294.0,-398.0,704.0,-40.32,-35.26,-52.95,0.0,0.0,0.0,181.0,Haken,Jakub
40,02.07.2015 16:16:17:557,1333.0,-493.0,763.0,-40.23,-35.22,-53.07,0.0,0.0,0.0,184.0,Haken,Jakub
41,02.07.2015 16:16:17:573,1363.0,-613.0,705.0,-39.9,-35.09,-53.37,0.0,0.0,0.0,188.0,Haken,Jakub
42,02.07.2015 16:16:17:586,1323.0,-714.0,458.0,-39.39,-34.88,-53.81,0.0,0.0,0.0,188.0,Haken,Jakub
43,02.07.2015 16:16:17:602,1127.0,-691.0,109.0,-38.87,-34.65,-54.26,0.0,0.0,0.0,189.0,Haken,Jakub
44,02.07.2015 16:16:17:614,819.0,-538.0,-360.0,-38.48,-34.46,-54.61,0.0,0.0,0.0,187.0,Haken,Jakub
45,02.07.2015 16:16:17:631,580.0,-397.0,-852.0,-38.29,-34.26,-54.87,0.0,0.0,0.0,187.0,Haken,Jakub
46,02.07.2015 16:16:17:647,402.0,-285.0,-1263.0,-38.38,-34.0,-55.06,0.0,0.0,0.0,187.0,Haken,Jakub
47,02.07.2015 16:16:17:660,264.0,-58.0,-1305.0,-38.81,-33.75,-55.11,0.0,0.0,0.0,186.0,Haken,Jakub
48,02.07.2015 16:16:17:676,49.0,297.0,-1203.0,-39.55,-33.59,-54.95,0.0,0.0,0.0,186.0,Haken,Jakub
49,02.07.2015 16:16:17:692,-141.0,743.0,-899.0,-40.56,-33.56,-54.58,0.0,0.0,0.0,178.0,Haken,Jakub
50,02.07.2015 16:16:17:704,-161.0,1179.0,-428.0,-41.6,-33.58,-54.13,0.0,0.0,0.0,198.0,Haken,Jakub
51,02.07.2015 16:16:17:721,99.0,1610.0,254.0,-42.44,-33.54,-53.76,0.0,0.0,0.0,198.0,Haken,Jakub
52,02.07.2015 16:16:17:737,441.0,2062.0,979.0,-42.9,-33.4,-53.64,0.0,0.0,0.0,193.0,Haken,Jakub
53,02.07.2015 16:16:17:754,742.0,2565.0,1710.0,-42.97,-33.19,-53.78,0.0,0.0,0.0,200.0,Haken,Jakub
54,02.07.2015 16:16:17:766,823.0,2927.0,2231.0,-42.62,-32.86,-54.25,0.0,0.0,0.0,207.0,Haken,Jakub
55,02.07.2015 16:16:17:782,532.0,3255.0,2527.0,-41.95,-32.35,-55.0,0.0,0.0,0.0,224.0,Haken,Jakub
56,02.07.2015 16:16:17:795,-163.0,3787.0,2779.0,-41.18,-31.7,-55.9,0.0,0.0,0.0,239.0,Haken,Jakub
57,02.07.2015 16:16:17:811,-1143.0,4849.0,3381.0,-40.46,-31.03,-56.79,0.0,0.0,0.0,241.0,Haken,Jakub
58,02.07.2015 16:16:17:827,-2467.0,6506.0,4126.0,-39.84,-30.54,-57.53,0.0,0.0,0.0,237.0,Haken,Jakub
59,02.07.2015 16:16:17:840,-3578.0,7975.0,4314.0,-39.29,-30.25,-58.07,0.0,0.0,0.0,249.0,Haken,Jakub
60,02.07.2015 16:16:17:856,-4448.0,9076.0,4001.0,-38.78,-30.05,-58.49,0.0,0.0,0.0,263.0,Haken,Jakub
61,02.07.2015 16:16:17:872,-5454.0,9783.0,3272.0,-38.39,-29.9,-58.77,0.0,0.0,0.0,255.0,Haken,Jakub
62,02.07.2015 16:16:17:885,-6335.0,10173.0,2628.0,-38.33,-29.76,-58.88,0.0,0.0,0.0,256.0,Haken,Jakub
63,02.07.2015 16:16:17:901,-7126.0,10140.0,2356.0,-38.4,-29.56,-58.91,0.0,0.0,0.0,299.0,Haken,Jakub
64,02.07.2015 16:16:17:917,-7857.0,9619.0,2593.0,-38.56,-29.29,-58.86,0.0,0.0,0.0,282.0,Haken,Jakub
65,02.07.2015 16:16:17:930,-8649.0,8771.0,3010.0,-38.59,-29.02,-58.73,0.0,0.0,0.0,304.0,Haken,Jakub
66,02.07.2015 16:16:17:946,-9843.0,7459.0,3326.0,-38.48,-28.72,-58.56,0.0,0.0,0.0,321.0,Haken,Jakub
67,02.07.2015 16:16:17:962,-11692.0,5477.0,3340.0,-38.32,-28.43,-58.27,0.0,0.0,0.0,329.0,Haken,Jakub
68,02.07.2015 16:16:17:975,-13659.0,2870.0,3607.0,-38.19,-28.08,-57.84,0.0,0.0,0.0,319.0,Haken,Jakub
69,02.07.2015 16:16:17:991,-14962.0,-47.0,4892.0,-37.89,-27.52,-57.48,0.0,0.0,0.0,328.0,Haken,Jakub
70,02.07.2015 16:16:18:7,-13995.0,-2958.0,5708.0,-36.89,-26.61,-57.81,0.0,0.0,0.0,321.0,Haken,Jakub
71,02.07.2015 16:16:18:20,-11335.0,-6232.0,5434.0,-34.68,-25.06,-59.53,0.0,0.0,0.0,318.0,Haken,Jakub
72,02.07.2015 16:16:18:36,-8307.0,-9644.0,4030.0,-31.11,-22.94,-62.7,0.0,0.0,0.0,294.0,Haken,Jakub
73,02.07.2015 16:16:18:52,-5335.0,-13183.0,610.0,-26.62,-20.51,-66.64,0.0,0.0,0.0,289.0,Haken,Jakub
74,02.07.2015 16:16:18:65,-2006.0,-16193.0,-2764.0,-22.18,-18.17,-70.29,0.0,0.0,0.0,284.0,Haken,Jakub
75,02.07.2015 16:16:18:81,1891.0,-18475.0,-4729.0,-18.06,-15.98,-73.44,0.0,0.0,0.0,282.0,Haken,Jakub
76,02.07.2015 16:16:18:97,5653.0,-19680.0,-4703.0,-14.38,-13.85,-76.09,0.0,0.0,0.0,176.0,Haken,Jakub
77,02.07.2015 16:16:18:110,8760.0,-19972.0,-5066.0,-11.63,-12.2,-77.67,0.0,0.0,0.0,134.0,Haken,Jakub
78,02.07.2015 16:16:18:126,10980.0,-19379.0,-8087.0,-10.79,-11.91,-77.06,0.0,0.0,0.0,127.0,Haken,Jakub
79,02.07.2015 16:16:18:143,13157.0,-14714.0,-11975.0,-11.46,-12.47,-75.13,0.0,0.0,0.0,124.0,Haken,Jakub
80,02.07.2015 16:16:18:155,14754.0,-7012.0,-13941.0,-12.64,-12.81,-73.06,0.0,0.0,0.0,123.0,Haken,Jakub
81,02.07.2015 16:16:18:171,14923.0,1005.0,-14233.0,-14.12,-12.82,-71.07,0.0,0.0,0.0,147.0,Haken,Jakub
82,02.07.2015 16:16:18:188,14016.0,7881.0,-13109.0,-15.67,-12.76,-69.26,0.0,0.0,0.0,156.0,Haken,Jakub
83,02.07.2015 16:16:18:200,13074.0,12293.0,-11410.0,-16.89,-12.72,-67.69,0.0,0.0,0.0,125.0,Haken,Jakub
