Position,Time,ACCX,ACCY,ACCZ,GyrY,GyrP,GyrR,Fsr0,Fsr1,Fsr2,Fsr3,Class,Person
0,02.07.2015 16:42:15:217,203.0,-129.0,-563.0,-103.71,-39.92,-40.31,0.0,0.0,0.0,42.0,Haken,Wadim
1,02.07.2015 16:42:15:233,204.0,98.0,-667.0,-103.44,-39.87,-40.36,0.0,0.0,0.0,44.0,Haken,Wadim
2,02.07.2015 16:42:15:246,154.0,258.0,-734.0,-103.08,-39.79,-40.39,0.0,0.0,0.0,43.0,Haken,Wadim
3,02.07.2015 16:42:15:262,86.0,254.0,-821.0,-102.66,-39.69,-40.37,0.0,0.0,0.0,48.0,Haken,Wadim
4,02.07.2015 16:42:15:278,93.0,275.0,-1052.0,-102.18,-39.51,-40.36,0.0,0.0,0.0,49.0,Haken,Wadim
5,02.07.2015 16:42:15:291,126.0,345.0,-1324.0,-101.49,-39.22,-40.43,0.0,0.0,0.0,48.0,Haken,Wadim
6,02.07.2015 16:42:15:307,-4.0,446.0,-1397.0,-100.63,-38.81,-40.51,0.0,0.0,0.0,38.0,Haken,Wadim
7,02.07.2015 16:42:15:324,-254.0,690.0,-1297.0,-99.73,-38.2,-40.54,0.0,0.0,0.0,40.0,Haken,Wadim
8,02.07.2015 16:42:15:336,-467.0,926.0,-1339.0,-98.73,-37.34,-40.44,0.0,0.0,0.0,41.0,Haken,Wadim
9,02.07.2015 16:42:15:352,-585.0,1091.0,-1545.0,-97.53,-36.32,-40.21,0.0,0.0,0.0,46.0,Haken,Wadim
10,02.07.2015 16:42:15:369,-747.0,1036.0,-1898.0,-96.07,-35.14,-39.89,0.0,0.0,0.0,30.0,Haken,Wadim
11,02.07.2015 16:42:15:381,-1091.0,720.0,-2140.0,-94.38,-33.85,-39.56,0.0,0.0,0.0,17.0,Haken,Wadim
12,02.07.2015 16:42:15:397,-1595.0,229.0,-2294.0,-92.64,-32.42,-39.19,0.0,0.0,0.0,9.0,Haken,Wadim
13,02.07.2015 16:42:15:410,-2177.0,-355.0,-2503.0,-90.94,-30.93,-38.74,0.0,0.0,0.0,48.0,Haken,Wadim
14,02.07.2015 16:42:15:426,-2758.0,-1080.0,-2793.0,-89.26,-29.44,-38.24,0.0,0.0,0.0,50.0,Haken,Wadim
15,02.07.2015 16:42:15:443,-3260.0,-1915.0,-3024.0,-87.51,-27.89,-37.85,0.0,0.0,0.0,67.0,Haken,Wadim
16,02.07.2015 16:42:15:459,-3643.0,-2904.0,-3032.0,-85.62,-26.24,-37.67,0.0,0.0,0.0,60.0,Haken,Wadim
17,02.07.2015 16:42:15:471,-3959.0,-4010.0,-2929.0,-83.71,-24.45,-37.63,0.0,0.0,0.0,58.0,Haken,Wadim
18,02.07.2015 16:42:15:487,-4255.0,-5275.0,-2951.0,-81.91,-22.56,-37.61,0.0,0.0,0.0,59.0,Haken,Wadim
19,02.07.2015 16:42:15:504,-4631.0,-6617.0,-3229.0,-80.3,-20.68,-37.66,0.0,0.0,0.0,42.0,Haken,Wadim
20,02.07.2015 16:42:15:516,-4872.0,-7722.0,-3807.0,-78.85,-18.85,-37.94,0.0,0.0,0.0,51.0,Haken,Wadim
21,02.07.2015 16:42:15:533,-4705.0,-8578.0,-4018.0,-77.35,-17.08,-38.72,0.0,0.0,0.0,60.0,Haken,Wadim
