Position,Time,ACCX,ACCY,ACCZ,GyrY,GyrP,GyrR,Fsr0,Fsr1,Fsr2,Fsr3,Class,Person
0,02.07.2015 16:52:14:828,-294.0,-149.0,838.0,-26.61,-25.39,-57.93,0.0,0.0,0.0,0.0,Haken,Martin
1,02.07.2015 16:52:14:841,-140.0,-174.0,795.0,-26.68,-25.41,-58.04,0.0,0.0,0.0,0.0,Haken,Martin
2,02.07.2015 16:52:14:857,-6.0,-269.0,705.0,-26.69,-25.36,-58.23,0.0,0.0,0.0,0.0,Haken,Martin
3,02.07.2015 16:52:14:873,41.0,-364.0,550.0,-26.69,-25.29,-58.44,0.0,0.0,0.0,0.0,Haken,Martin
4,02.07.2015 16:52:14:886,-24.0,-493.0,384.0,-26.7,-25.22,-58.65,0.0,0.0,0.0,0.0,Haken,Martin
5,02.07.2015 16:52:14:902,-159.0,-585.0,216.0,-26.73,-25.17,-58.83,0.0,0.0,0.0,0.0,Haken,Martin
6,02.07.2015 16:52:14:918,-326.0,-615.0,92.0,-26.79,-25.15,-58.96,0.0,0.0,0.0,0.0,Haken,Martin
7,02.07.2015 16:52:14:931,-448.0,-625.0,-48.0,-26.89,-25.18,-59.0,0.0,0.0,0.0,0.0,Haken,Martin
8,02.07.2015 16:52:14:947,-464.0,-636.0,-164.0,-27.02,-25.25,-58.95,0.0,0.0,0.0,0.0,Haken,Martin
9,02.07.2015 16:52:14:963,-407.0,-650.0,-239.0,-27.13,-25.29,-58.85,0.0,0.0,0.0,0.0,Haken,Martin
10,02.07.2015 16:52:14:976,-379.0,-572.0,-243.0,-27.24,-25.31,-58.74,0.0,0.0,0.0,0.0,Haken,Martin
11,02.07.2015 16:52:14:992,-394.0,-496.0,-261.0,-27.35,-25.32,-58.61,0.0,0.0,0.0,0.0,Haken,Martin
12,02.07.2015 16:52:15:8,-392.0,-378.0,-232.0,-27.45,-25.32,-58.48,0.0,0.0,0.0,0.0,Haken,Martin
13,02.07.2015 16:52:15:25,-365.0,-263.0,-161.0,-27.54,-25.33,-58.37,0.0,0.0,0.0,0.0,Haken,Martin
14,02.07.2015 16:52:15:37,-302.0,-235.0,-103.0,-27.6,-25.3,-58.3,0.0,0.0,0.0,0.0,Haken,Martin
15,02.07.2015 16:52:15:54,-235.0,-253.0,-42.0,-27.63,-25.22,-58.29,0.0,0.0,0.0,0.0,Haken,Martin
16,02.07.2015 16:52:15:66,-280.0,-299.0,-41.0,-27.64,-25.13,-58.33,0.0,0.0,0.0,0.0,Haken,Martin
17,02.07.2015 16:52:15:82,-358.0,-334.0,-20.0,-27.65,-25.02,-58.39,0.0,0.0,0.0,0.0,Haken,Martin
18,02.07.2015 16:52:15:99,-406.0,-367.0,0.0,-27.65,-24.89,-58.48,0.0,0.0,0.0,0.0,Haken,Martin
19,02.07.2015 16:52:15:111,-625.0,-323.0,-35.0,-27.68,-24.79,-58.55,0.0,0.0,0.0,19.0,Haken,Martin
20,02.07.2015 16:52:15:127,-740.0,-231.0,-42.0,-27.7,-24.69,-58.58,0.0,0.0,0.0,14.0,Haken,Martin
21,02.07.2015 16:52:15:144,-872.0,-142.0,-60.0,-27.75,-24.63,-58.54,0.0,0.0,0.0,20.0,Haken,Martin
22,02.07.2015 16:52:15:156,-960.0,-68.0,-44.0,-27.79,-24.55,-58.47,0.0,0.0,0.0,24.0,Haken,Martin
23,02.07.2015 16:52:15:172,-1147.0,89.0,73.0,-27.89,-24.5,-58.35,0.0,0.0,0.0,27.0,Haken,Martin
24,02.07.2015 16:52:15:189,-1438.0,219.0,341.0,-28.01,-24.51,-58.23,0.0,0.0,0.0,31.0,Haken,Martin
25,02.07.2015 16:52:15:201,-1818.0,464.0,818.0,-28.18,-24.57,-58.1,0.0,0.0,0.0,31.0,Haken,Martin
26,02.07.2015 16:52:15:217,-2258.0,808.0,1440.0,-28.38,-24.68,-57.98,0.0,0.0,0.0,34.0,Haken,Martin
27,02.07.2015 16:52:15:234,-2817.0,1162.0,2171.0,-28.62,-24.86,-57.86,0.0,0.0,0.0,32.0,Haken,Martin
28,02.07.2015 16:52:15:246,-3603.0,1548.0,2970.0,-28.9,-25.11,-57.74,0.0,0.0,0.0,36.0,Haken,Martin
29,02.07.2015 16:52:15:262,-4723.0,1900.0,3834.0,-29.27,-25.52,-57.56,0.0,0.0,0.0,45.0,Haken,Martin
30,02.07.2015 16:52:15:279,-6033.0,2008.0,4655.0,-29.78,-26.18,-57.23,0.0,0.0,0.0,55.0,Haken,Martin
31,02.07.2015 16:52:15:291,-7296.0,1907.0,5584.0,-30.44,-27.08,-56.69,0.0,0.0,0.0,54.0,Haken,Martin
32,02.07.2015 16:52:15:308,-8081.0,1646.0,6580.0,-31.21,-28.23,-55.98,0.0,0.0,0.0,58.0,Haken,Martin
33,02.07.2015 16:52:15:324,-8387.0,879.0,7519.0,-32.04,-29.61,-55.22,0.0,0.0,0.0,72.0,Haken,Martin
34,02.07.2015 16:52:15:336,-8459.0,-499.0,8241.0,-32.97,-31.25,-54.36,0.0,0.0,0.0,70.0,Haken,Martin
35,02.07.2015 16:52:15:353,-8330.0,-2441.0,8738.0,-34.1,-33.14,-53.32,0.0,0.0,0.0,85.0,Haken,Martin
