Position,Time,ACCX,ACCY,ACCZ,GyrY,GyrP,GyrR,Fsr0,Fsr1,Fsr2,Fsr3,Class,Person
0,02.07.2015 16:56:52:950,-377.0,-28.0,468.0,-1.38,7.29,-73.9,0.0,0.0,0.0,169.0,Upper Cut,Nils
1,02.07.2015 16:56:52:967,-423.0,60.0,342.0,-1.28,7.4,-73.92,0.0,0.0,0.0,170.0,Upper Cut,Nils
2,02.07.2015 16:56:52:979,-431.0,136.0,271.0,-1.17,7.55,-73.85,0.0,0.0,0.0,174.0,Upper Cut,Nils
3,02.07.2015 16:56:52:996,-386.0,122.0,240.0,-1.05,7.72,-73.73,0.0,0.0,0.0,175.0,Upper Cut,Nils
4,02.07.2015 16:56:53:12,-299.0,57.0,297.0,-0.93,7.92,-73.58,0.0,0.0,0.0,176.0,Upper Cut,Nils
5,02.07.2015 16:56:53:24,-248.0,-2.0,366.0,-0.83,8.1,-73.45,0.0,0.0,0.0,177.0,Upper Cut,Nils
6,02.07.2015 16:56:53:41,-216.0,-28.0,370.0,-0.76,8.26,-73.35,0.0,0.0,0.0,175.0,Upper Cut,Nils
7,02.07.2015 16:56:53:53,-264.0,-3.0,276.0,-0.73,8.4,-73.25,0.0,0.0,0.0,171.0,Upper Cut,Nils
8,02.07.2015 16:56:53:69,-313.0,26.0,177.0,-0.73,8.54,-73.09,0.0,0.0,0.0,169.0,Upper Cut,Nils
9,02.07.2015 16:56:53:86,-348.0,60.0,79.0,-0.72,8.72,-72.87,0.0,0.0,0.0,159.0,Upper Cut,Nils
10,02.07.2015 16:56:53:98,-309.0,20.0,20.0,-0.7,8.95,-72.56,0.0,0.0,0.0,147.0,Upper Cut,Nils
11,02.07.2015 16:56:53:114,-193.0,-102.0,12.0,-0.64,9.22,-72.21,0.0,0.0,0.0,140.0,Upper Cut,Nils
12,02.07.2015 16:56:53:131,-55.0,-286.0,-25.0,-0.56,9.5,-71.88,0.0,0.0,0.0,124.0,Upper Cut,Nils
13,02.07.2015 16:56:53:143,83.0,-360.0,-132.0,-0.42,9.82,-71.57,0.0,0.0,0.0,133.0,Upper Cut,Nils
14,02.07.2015 16:56:53:159,164.0,-386.0,-362.0,-0.13,10.24,-71.25,0.0,0.0,0.0,202.0,Upper Cut,Nils
15,02.07.2015 16:56:53:176,253.0,-417.0,-731.0,0.38,10.86,-70.81,0.0,0.0,0.0,183.0,Upper Cut,Nils
16,02.07.2015 16:56:53:188,415.0,-691.0,-1278.0,1.05,11.69,-70.13,0.0,0.0,0.0,184.0,Upper Cut,Nils
17,02.07.2015 16:56:53:205,760.0,-1194.0,-1623.0,1.84,12.76,-69.1,0.0,0.0,0.0,199.0,Upper Cut,Nils
18,02.07.2015 16:56:53:221,1156.0,-1789.0,-1849.0,2.59,14.03,-67.71,0.0,0.0,0.0,200.0,Upper Cut,Nils
19,02.07.2015 16:56:53:233,1517.0,-2161.0,-1693.0,3.22,15.42,-66.05,0.0,0.0,0.0,135.0,Upper Cut,Nils
20,02.07.2015 16:56:53:250,1436.0,-1999.0,-1317.0,3.64,16.81,-64.3,0.0,0.0,0.0,97.0,Upper Cut,Nils
21,02.07.2015 16:56:53:266,938.0,-1421.0,-1022.0,3.92,18.21,-62.45,0.0,0.0,0.0,15.0,Upper Cut,Nils
22,02.07.2015 16:56:53:278,-12.0,-468.0,-588.0,4.04,19.6,-60.46,0.0,0.0,0.0,0.0,Upper Cut,Nils
23,02.07.2015 16:56:53:295,-1338.0,545.0,163.0,3.93,20.76,-58.57,0.0,0.0,0.0,0.0,Upper Cut,Nils
24,02.07.2015 16:56:53:311,-3060.0,1729.0,1244.0,3.64,21.58,-57.13,0.0,0.0,0.0,0.0,Upper Cut,Nils
25,02.07.2015 16:56:53:323,-5618.0,3576.0,1901.0,3.15,21.85,-56.47,0.0,0.0,0.0,0.0,Upper Cut,Nils
26,02.07.2015 16:56:53:340,-9048.0,5810.0,1717.0,2.31,21.21,-56.74,0.0,0.0,0.0,0.0,Upper Cut,Nils
27,02.07.2015 16:56:53:356,-12438.0,7160.0,1986.0,1.03,19.59,-57.63,0.0,0.0,0.0,0.0,Upper Cut,Nils
28,02.07.2015 16:56:53:369,-15023.0,7207.0,3445.0,-0.81,17.08,-58.73,0.0,0.0,0.0,0.0,Upper Cut,Nils
29,02.07.2015 16:56:53:385,-16716.0,6464.0,5696.0,-3.4,13.69,-59.99,0.0,0.0,0.0,0.0,Upper Cut,Nils
30,02.07.2015 16:56:53:401,-17480.0,4904.0,7018.0,-6.77,9.65,-60.79,0.0,0.0,0.0,0.0,Upper Cut,Nils
31,02.07.2015 16:56:53:413,-17445.0,3268.0,8510.0,-11.15,4.84,-60.21,0.0,0.0,0.0,0.0,Upper Cut,Nils
32,02.07.2015 16:56:53:430,-16476.0,2089.0,10262.0,-16.34,-0.72,-57.9,0.0,0.0,0.0,0.0,Upper Cut,Nils
33,02.07.2015 16:56:53:446,-14179.0,2031.0,13241.0,-22.06,-6.92,-53.82,0.0,0.0,0.0,0.0,Upper Cut,Nils
34,02.07.2015 16:56:53:459,-10969.0,2196.0,16075.0,-27.72,-13.57,-48.97,0.0,0.0,0.0,0.0,Upper Cut,Nils
35,02.07.2015 16:56:53:475,-7304.0,1888.0,17979.0,-33.01,-20.56,-43.96,0.0,0.0,0.0,0.0,Upper Cut,Nils
36,02.07.2015 16:56:53:491,-2768.0,734.0,18540.0,-37.64,-27.52,-39.29,0.0,0.0,0.0,0.0,Upper Cut,Nils
37,02.07.2015 16:56:53:504,2681.0,-1238.0,17194.0,-41.58,-33.99,-35.37,0.0,0.0,0.0,0.0,Upper Cut,Nils
38,02.07.2015 16:56:53:520,7381.0,-2948.0,14901.0,-45.0,-39.62,-32.17,0.0,0.0,0.0,0.0,Upper Cut,Nils
39,02.07.2015 16:56:53:536,11219.0,-3456.0,11486.0,-47.97,-44.58,-29.44,0.0,0.0,0.0,0.0,Upper Cut,Nils
40,02.07.2015 16:56:53:549,13745.0,-2960.0,7783.0,-50.2,-48.6,-27.81,0.0,0.0,0.0,0.0,Upper Cut,Nils
41,02.07.2015 16:56:53:565,14847.0,-2342.0,4518.0,-51.23,-51.22,-27.74,0.0,0.0,0.0,0.0,Upper Cut,Nils
